canonical_name,source_path,kind,core_authority,host_entrypoint,runtime_reachable,save_owner,test_surface,classification,risk,evidence_source,status_confidence
RebelBranchSystem,Assets/Ashfall.Core/Factions/RebelBranchSystem.cs,gameplay system,yes,core-internal,proven (Core),codec,Core tests (2 suites),CORE_INTERNAL,LOW,codebase scan,verified
ReckoningSystem,Assets/Ashfall.Core/Verdict/ReckoningSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (5 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
RefrigerationFermentationCatalog,Assets/Ashfall.Core/Narrative/RefrigerationFermentationCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: RefrigerationFermentationCatalogTests.cs),CORE_INTERNAL,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
RegionalTreatyCatalog,Assets/Ashfall.Core/Narrative/RegionalTreatyCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (2 suites),CORE_INTERNAL,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
RegionalTreatyHostSave,src/Host/RegionalTreatySaveStore.cs,save store,no (host),direct (host),proven,none,Core tests (1 suites: ExpandedShelterSaveChecksumTests.cs),LIVE_GODOT,LOW,codebase scan,verified
RegionalTreatyHostSession,src/Host/RegionalTreatyHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
RegionalTreatyPanel,src/UI/RegionalTreatyPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
RegionalTreatySaveStore,src/Host/RegionalTreatySaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
RegionalTreatySystem,Assets/Ashfall.Core/RegionalTreatySystem.cs,gameplay system,yes,direct,proven,RegionalTreatySaveStore,Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
RelicCatalog,Assets/Ashfall.Core/WorkshopReverseEngineeringSystem.cs,catalog,yes,core-internal,proven (Core),system (CaptureState),Core tests (2 suites),CORE_INTERNAL,LOW,codebase scan,verified
RelicProvenanceCatalog,Assets/Ashfall.Core/Narrative/RelicProvenanceCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: RelicProvenanceCatalogTests.cs),CORE_INTERNAL,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
ResearchAtlasPanel,src/UI/ResearchAtlasPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ResearchDetailPanel,src/UI/ResearchDetailPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ResearchHostSession,src/Host/ResearchHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
ResearchPanel,src/UI/ResearchPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ResearchSave,src/Host/ResearchHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),none,LIVE_GODOT,LOW,codebase scan,verified
ResearchSystem,Assets/Ashfall.Core/Research/ResearchSystem.cs,gameplay system,yes,direct,proven,system (CaptureState),Core tests (8 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
RespiratoryDegenerationSystem,Assets/Ashfall.Core/Medical/RespiratoryDegenerationSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
RopeMakingCordageCatalog,Assets/Ashfall.Core/Narrative/RopeMakingCordageCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: RopeMakingCordageCatalogTests.cs),CORE_INTERNAL,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SafeCrackingSystem,Assets/Ashfall.Core/Maritime/SafeCrackingSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (1 suites: SafeCrackingSystemTests.cs),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
SaltMineExtractionSystem,Assets/Ashfall.Core/Foundry/SaltMineExtractionSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (1 suites: SaltMineExtractionSystemTests.cs),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
SaveChecksum,Assets/Ashfall.Core/SaveChecksum.cs,save DTO/codec,yes,indirect,proven,none,Core tests (48 suites),LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT.md,verified
SaveLoadHostSession,src/Host/SaveLoadHostSession.cs,host session,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SaveLoadPanel,src/UI/SaveLoadPanel.cs,save DTO/codec,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ScavengerGuildSystem,Assets/Ashfall.Core/Muster/ScavengerGuildSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (1 suites: MusterCurrentSystemsTests.cs),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SeedBankPreservationCatalog,Assets/Ashfall.Core/Narrative/SeedBankPreservationCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: SeedBankPreservationCatalogTests.cs),CORE_INTERNAL,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SettingsPanel,src/UI/SettingsPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ShelterAssignmentHostSession,src/Host/ShelterAssignmentHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
ShelterAssignmentSave,Assets/Ashfall.Core/Shelter/ShelterAssignmentSave.cs,save DTO/codec,yes,indirect,proven,none,Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT.md,verified
ShelterAssignmentSaveStore,src/Host/ShelterAssignmentHostSession.cs,host session,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
ShelterAssignmentSystem,Assets/Ashfall.Core/Shelter/ShelterAssignmentSystem.cs,gameplay system,yes,direct,proven,ShelterAssignmentSaveStore,Core tests (4 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
ShelterDetailPanel,src/UI/ShelterDetailPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ShelterEncounterSystem,Assets/Ashfall.Core/DutyRoster/ShelterEncounterSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (4 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
ShelterFireHazardSystem,Assets/Ashfall.Core/Shelter/ShelterFireHazardSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (1 suites: ShelterFireHazardSystemTests.cs),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
ShelterHistoryPanel,src/UI/ShelterHistoryPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ShelterHudPanel,src/UI/ShelterHudPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ShelterPanel,src/UI/ShelterPanel.cs,ui panel,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ShelterRoomSave,Assets/Ashfall.Core/Shelter/ShelterAssignmentSave.cs,save DTO/codec,yes,indirect,proven,none,Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
ShelterScheduleHostSave,src/Host/ShelterScheduleSaveStore.cs,save store,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ShelterScheduleHostSession,src/Host/ShelterScheduleHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
ShelterSchedulePanel,src/UI/ShelterSchedulePanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ShelterScheduleSaveStore,src/Host/ShelterScheduleSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
ShelterScheduleSystem,Assets/Ashfall.Core/ShelterScheduleSystem.cs,gameplay system,yes,direct,proven,ShelterScheduleSaveStore,Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
ShelterThermalHostSave,src/Host/ShelterThermalSaveStore.cs,save store,no (host),direct (host),proven,none,Core tests (1 suites: ExpandedShelterSaveChecksumTests.cs),LIVE_GODOT,LOW,codebase scan,verified
ShelterThermalHostSession,src/Host/ShelterThermalHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
ShelterThermalPanel,src/UI/ShelterThermalPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ShelterThermalSaveStore,src/Host/ShelterThermalSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
ShelterThermalSystem,Assets/Ashfall.Core/ShelterThermalSystem.cs,gameplay system,yes,direct,proven,ShelterThermalSaveStore,Core tests (4 suites),LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT_2.md,verified
SickListSystem,Assets/Ashfall.Core/SickListSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SignalIntelligenceCatalog,Assets/Ashfall.Core/Narrative/SignalIntelligenceCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: SignalIntelligenceCatalogTests.cs),CORE_INTERNAL,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SignalTriangulationSystem,Assets/Ashfall.Core/Radio/SignalTriangulationSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
SilentFoundryCatalog,Assets/Ashfall.Core/Foundry/SilentFoundryCatalog.cs,catalog,yes,indirect,proven,none,Core tests (4 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SilentFoundryConsequencePolicyCatalog,Assets/Ashfall.Core/Foundry/SilentFoundryConsequencePolicy.cs,catalog,yes,indirect,proven,none,Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
SilentFoundryHostSession,src/Foundry/SilentFoundryHostSession.cs,host session,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SilentFoundryPanel,src/UI/SilentFoundryPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SilentFoundrySaveStore,src/Host/SilentFoundrySaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
SilentFoundrySystem,Assets/Ashfall.Core/Foundry/SilentFoundrySystem.TreatyLabor.cs,gameplay system,yes,direct,proven,SilentFoundrySaveStore,Core tests (4 suites),LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT.md,verified
SiteEncounterSystem,Assets/Ashfall.Core/StandingRecord/SiteEncounterSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (4 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SkillAtrophySystem,Assets/Ashfall.Core/Survivors/SkillAtrophySystem.cs,gameplay system,yes,core-internal,proven (Core),system (CaptureState),Core tests (1 suites: SkillProgressionSystemTests.cs),CORE_INTERNAL,LOW — reconciled as CORE_INTERNAL / DIRECT_HOSTED,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SkillMatrixPanel,src/UI/SkillMatrixPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SkillProgressionSystem,Assets/Ashfall.Core/Survivors/SkillProgressionSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (7 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SkyLayerArmorSystem,Assets/Ashfall.Core/Shelter/SkyLayerArmorSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (4 suites),LIVE_CORE + LIVE_GODOT,LOW,50_SUBSYSTEMS_FORENSIC_REPORT_5.md,verified
SlotSave,Assets/Ashfall.Core/Inventory/Inventory.cs,save DTO/codec,yes,core-internal,proven (Core),system (CaptureState),none,CORE_INTERNAL,LOW,codebase scan,verified
SoapSaponificationCatalog,Assets/Ashfall.Core/Narrative/SoapSaponificationCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: SoapSaponificationCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
SomaticFlashbackSystem,Assets/Ashfall.Core/Survivors/SomaticFlashbackSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT_2.md,verified
StandingRecordAtlasPanel,src/UI/StandingRecordAtlasPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
StandingRecordCatalog,Assets/Ashfall.Core/StandingRecord/StandingRecordCatalog.cs,catalog,yes,indirect,proven,none,Core tests (1 suites: StandingRecordSystemTests.cs),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
StandingRecordEngine,Assets/Ashfall.Core/StandingRecord/StandingRecordEngine.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (1 suites: StandingRecordEngineTests.cs),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
StandingRecordHostSession,src/Host/StandingRecordHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
StandingRecordPanel,src/UI/StandingRecordPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
StandingRecordSave,src/Host/StandingRecordHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),none,LIVE_GODOT,LOW,codebase scan,verified
StartingLevelHostSession,src/Host/StartingLevelHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
StartingLevelSaveStore,src/Host/StartingLevelHostSession.cs,host session,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
StartingLevelSystem,Assets/Ashfall.Core/StartingLevel/StartingLevelSystem.cs,gameplay system,yes,direct,proven,StartingLevelSaveStore,Core tests (11 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
StatusPanel,src/UI/StatusPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SteamTurbinePowerCatalog,Assets/Ashfall.Core/Narrative/SteamTurbinePowerCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: SteamTurbinePowerCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
StructuralFortificationCatalog,Assets/Ashfall.Core/Narrative/StructuralFortificationCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: StructuralFortificationCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
SumpFloodingHostSave,src/Host/SumpFloodingHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Core tests (2 suites),LIVE_GODOT,LOW,codebase scan,verified
SumpFloodingHostSession,src/Host/SumpFloodingHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
SumpFloodingPanel,src/UI/SumpFloodingPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SumpFloodingSaveStore,src/Host/SumpFloodingHostSession.cs,host session,no (host),direct (host),proven,store (self),Core tests (1 suites: ExpandedShelterSavePersistenceTests.cs),LIVE_GODOT,LOW,codebase scan,verified
SumpFloodingSystem,Assets/Ashfall.Core/SumpFloodingSystem.cs,gameplay system,yes,direct,proven,SumpFloodingSaveStore,Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT_2.md,verified
SurvivalDetailPanel,src/UI/SurvivalDetailPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SurvivalWorkstationPanel,src/UI/SurvivalWorkstationPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SurvivorCatalog,Assets/Ashfall.Core/Narrative/SurvivorCatalog.cs,catalog,yes,indirect,proven,none,Core tests (1 suites: SurvivorRosterSystemTests.cs),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
SurvivorDetailPanel,src/UI/SurvivorDetailPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SurvivorInspectionHostSession,Assets/Ashfall.Core/Survivors/SurvivorInspectionHostSession.cs,host session,yes,direct (host),proven,none,Core tests (1 suites: SurvivorInspectionHostSessionTests.cs),LIVE_CORE,LOW,codebase scan,verified
SurvivorLetterCatalog,Assets/Ashfall.Core/Narrative/SurvivorLetterCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: SurvivorLetterCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
SurvivorRelationsHostSave,src/Host/SurvivorRelationsSaveStore.cs,save store,no (host),direct (host),proven,none,Core tests (1 suites: ExpandedShelterSaveChecksumTests.cs),LIVE_GODOT,LOW,codebase scan,verified
SurvivorRelationsHostSession,src/Host/SurvivorRelationsHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
SurvivorRelationsPanel,src/UI/SurvivorRelationsPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SurvivorRelationsSaveStore,src/Host/SurvivorRelationsSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
SurvivorRelationsSystem,Assets/Ashfall.Core/SurvivorRelationsSystem.cs,gameplay system,yes,direct,proven,SurvivorRelationsSaveStore,Core tests (6 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
SurvivorRosterSystem,Assets/Ashfall.Core/Survivors/SurvivorCatalog.cs,catalog,yes,indirect,proven,system (CaptureState),Core tests (1 suites: SurvivorRosterSystemTests.cs),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
SurvivorsHostSave,src/Host/SurvivorsSaveStore.cs,save store,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SurvivorsHostSession,src/Host/SurvivorsHostSession.cs,host session,no (host),direct (host),proven,none,Core tests (1 suites: NeedsRadiationSystemTests.cs),LIVE_GODOT,MEDIUM — authority projected from Needs/Radiation,30_SUBSYSTEMS_FORENSIC_REPORT.md,verified
SurvivorsPanel,src/UI/SurvivorsPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
SurvivorsSaveStore,src/Host/SurvivorsSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
TacticalCombatSystem,Assets/Ashfall.Core/Combat/TacticalCombatSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT.md,verified
TanningLeatherCatalog,Assets/Ashfall.Core/Narrative/TanningLeatherCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: TanningLeatherCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
TanningLeatherworkCatalog,Assets/Ashfall.Core/Narrative/TanningLeatherworkCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: TanningLeatherworkCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
TextileSpinningWeavingCatalog,Assets/Ashfall.Core/Narrative/TextileSpinningWeavingCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: TextileSpinningWeavingCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
ThirdonaryHostSession,src/Host/ThirdonaryHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
ThirdonaryQuestSystem,Assets/Ashfall.Core/Thirdonary/ThirdonaryQuestSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (1 suites: ThirdonaryQuestSystemTests.cs),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
ThirdonarySaveStore,src/Host/ThirdonarySaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
TimberCarpentryCatalog,Assets/Ashfall.Core/Narrative/TimberCarpentryCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: TimberCarpentryCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
TimekeepingHorologyCatalog,Assets/Ashfall.Core/Narrative/TimekeepingHorologyCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: TimekeepingHorologyCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
TradeCaravanCatalog,Assets/Ashfall.Core/Narrative/TradeCaravanCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: TradeCaravanCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
TradeDetailPanel,src/UI/TradeDetailPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
TradeScreenGodotPanel,src/Economy/TradeScreenGodotPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
TradeSpecialtySystem,Assets/Ashfall.Core/Survivors/TradeSpecialtySystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (1 suites: TradeSpecialtySystemTests.cs),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
TradeTellEngine,Assets/Ashfall.Core/Economy/TradeTellEngine.cs,gameplay system,yes,core-internal,proven (Core),none,Core tests (2 suites),CORE_INTERNAL,LOW,codebase scan,verified
TraumaBondSystem,Assets/Ashfall.Core/Survivors/TraumaBondSystem.cs,gameplay system,yes,core-internal,proven (Core),system (CaptureState),Core tests (1 suites: TraumaBondSystemTests.cs),CORE_INTERNAL,LOW — reconciled as CORE_INTERNAL / DIRECT_HOSTED,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
TravelingCaravanHostSession,src/Host/TravelingCaravanHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
TravelingCaravanPanel,src/UI/TravelingCaravanPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
TravelingCaravanSystem,Assets/Ashfall.Core/TravelingCaravanSystem.cs,gameplay system,yes,direct,proven,system (CaptureState),Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
TriangulationPanel,src/UI/TriangulationPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
TutorialPanel,src/UI/TutorialPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
UndergroundFungiCatalog,Assets/Ashfall.Core/Narrative/UndergroundFungiCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: UndergroundFungiCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
UtilityAiHostSession,src/Host/UtilityAiHostSession.cs,host session,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
UtilityAiPanel,src/UtilityAI/UtilityAiPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
UtilityAiSystem,Assets/Ashfall.Core/UtilityAI/UtilityAiSystem.cs,gameplay system,yes,direct,proven,none,Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT.md,verified
VehicleCatalog,Assets/Ashfall.Core/ExpeditionVehicleSystem.cs,catalog,yes,core-internal,proven (Core),system (CaptureState),Core tests (2 suites),CORE_INTERNAL,LOW,codebase scan,verified
VentilationSystem,Assets/Ashfall.Core/VentilationSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (5 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
VerdictDashboardPanel,src/UI/VerdictDashboardPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
VerdictHostSession,src/Host/VerdictHostSession.cs,host session,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
